0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.126186	0.020823	0.147009	2.523720	0.416461	-2.940181
0.486717	0.080317	0.567035	4.686909	0.773428	-5.460337
1.045541	0.172534	1.218075	6.489566	1.070900	-7.560466
1.766604	0.291523	2.058127	7.931692	1.308877	-9.240569
2.613853	0.431335	3.045188	9.013287	1.487361	-10.500647
3.551235	0.586020	4.137255	9.734349	1.606349	-11.340699
4.542696	0.749630	5.292326	10.094881	1.665844	-11.760725
5.552184	0.916214	6.468399	10.094881	1.665844	-11.760725
6.543646	1.079824	7.623470	9.734349	1.606349	-11.340699
7.481028	1.234509	8.715537	9.013287	1.487361	-10.500647
8.328277	1.374321	9.702598	7.931692	1.308877	-9.240569
9.049340	1.493310	10.542650	6.489566	1.070900	-7.560466
9.608163	1.585526	11.193690	4.686909	0.773428	-5.460337
9.968695	1.645021	11.613716	2.523720	0.416461	-2.940181
10.094881	1.665844	11.760725	0.000000	0.000000	0.000000
