0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.131801	0.131801	0.263602	2.636025	2.636025	-5.272049
0.508376	0.508376	1.016752	4.895474	4.895474	-9.790948
1.092067	1.092067	2.184135	6.778349	6.778349	-13.556698
1.845217	1.845217	3.690434	8.284648	8.284648	-16.569297
2.730168	2.730168	5.460337	9.414373	9.414373	-18.828747
3.709263	3.709263	7.418526	10.167523	10.167523	-20.335046
4.744844	4.744844	9.489688	10.544098	10.544098	-21.088196
5.799254	5.799254	11.598508	10.544098	10.544098	-21.088196
6.834835	6.834835	13.669670	10.167523	10.167523	-20.335046
7.813930	7.813930	15.627860	9.414373	9.414373	-18.828747
8.698881	8.698881	17.397762	8.284648	8.284648	-16.569297
9.452031	9.452031	18.904062	6.778349	6.778349	-13.556698
10.035722	10.035722	20.071444	4.895474	4.895474	-9.790948
10.412297	10.412297	20.824594	2.636025	2.636025	-5.272049
10.544098	10.544098	21.088196	0.000000	0.000000	-0.000000
