.000	.000	.000
.098	.098	.098
.152	.191	.172
.160	.160	.160
.122	.102	.102
.115	.135	.135
.178	.178	.178
.210	.191	.151
.173	.153	.133
.142	.162	.182
.138	.158	.158
.198	.178	.178
.223	.183	.164
.192	.172	.172
.143	.163	.163
.134	.174	.174
.205	.185	.185
.216	.176	.156
.184	.165	.145
.130	.150	.150
.190	.210	.190
.186	.186	.146
.175	.136	.136
.137	.137	.137
.131	.170	.170
.213	.174	.134
.187	.147	.108
.109	.109	.129
.097	.117	.137
.131	.112	.092
.111	.072	.072
