0.000000	0.000000	0.000000	41.314725	-111.223955	97.147757
2.465065	8.753373	8.798093	7.986585	-63.843507	78.814095
2.667496	13.445433	15.384135	-3.937984	-29.997684	52.906753
3.094023	15.477655	19.555452	-4.592568	-10.646764	30.519595
3.409355	16.093003	21.844380	-1.714059	-1.660187	15.258952
3.456647	16.103255	22.935381	0.768215	1.455130	6.561071
3.580245	16.268264	23.384964	1.703748	1.845048	2.430594
3.733796	16.422748	23.549380	1.367272	1.244627	0.857732
3.827542	16.507572	23.607049	0.507649	0.451845	0.295643
3.844897	16.520221	23.607501	-0.160546	-0.198859	-0.304686
3.861545	16.556572	23.702110	-0.172402	-0.528168	-1.587482
3.884492	16.601555	23.975314	0.631354	-0.371491	-3.876611
4.022686	16.604928	24.530228	2.132529	0.438954	-7.221661
4.329994	16.727973	25.462506	4.013631	2.021929	-11.423903
4.824018	17.047741	26.837278	5.866852	4.373446	-16.071540
5.482988	17.632041	28.671054	7.312547	7.312547	-20.603969
6.253611	18.521381	30.921522	8.099903	10.474255	-24.405399
7.066756	19.713006	33.487271	8.163007	13.358235	-26.909585
7.855735	21.151999	36.217170	7.616571	15.421636	-27.688386
8.571251	22.732644	38.926676	6.693741	16.191259	-26.501748
9.188257	24.310660	41.416939	5.646387	15.369061	-23.303501
9.702558	25.724885	43.493071	4.639620	12.915436	-18.219146
10.118364	26.826123	44.980563	3.676506	9.109324	-11.530692
10.431797	27.511143	45.742778	2.592160	4.591083	-3.713613
10.619761	27.759643	45.778765	1.167110	0.378926	4.433354
10.649602	27.850783	46.578254	-0.570288	-2.201726	11.556428
10.766962	28.052465	47.930752	-1.776911	-1.831902	15.493519
10.854420	28.059678	49.369245	0.027748	1.976173	13.276341
11.341126	28.522456	50.132328	9.706370	7.279383	1.985331
13.531976	29.262861	50.967171	34.110632	7.528717	-18.682176
19.164345	29.363001	53.989615	78.536746	-9.531502	-41.766718
