-.118	.177	-.158
.098	-.158	.177
.019	.059	.059
.019	.019	.000
.118	.197	.019
.256	.454	.138
.276	.454	.256
.217	.395	.217
.237	.454	.138
.335	.572	.237
.355	.671	.316
.375	.612	.276
.375	.632	.256
.355	.671	.296
.434	.731	.296
.395	.750	.316
.434	.691	.335
.375	.711	.296
.414	.691	.296
.375	.711	.296
.375	.691	.296
.395	.632	.276
.316	.572	.276
.335	.592	.197
.316	.533	.237
.256	.434	.256
.217	.414	.118
.197	.355	.138
.177	.276	.158
.079	.158	.098
.019	.118	.019
