0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.051794	0.051794	0.103589	-1.035885	-1.035885	2.071770
0.192379	0.192379	0.384757	-1.775803	-1.775803	3.551606
0.392157	0.392157	0.784313	-2.219754	-2.219754	4.439508
0.621531	0.621531	1.243062	-2.367738	-2.367738	4.735475
0.850906	0.850906	1.701811	-2.219754	-2.219754	4.439508
1.050684	1.050684	2.101367	-1.775803	-1.775803	3.551606
1.191268	1.191268	2.382536	-1.035885	-1.035885	2.071770
1.243062	1.243062	2.486124	0.000000	0.000000	0.000000
1.332597	1.332597	2.486124	1.790700	-1.790700	-0.000000
1.581306	1.581306	2.486124	3.183467	-3.183467	-0.000000
1.949394	1.949394	2.486124	4.178300	-4.178300	-0.000000
2.397069	2.397069	2.486124	4.775200	-4.775200	-0.000000
2.884537	2.884537	2.486124	4.974167	-4.974167	-0.000000
3.372006	3.372006	2.486124	4.775200	-4.775200	-0.000000
3.819681	3.819681	2.486124	4.178300	-4.178300	-0.000000
4.187769	4.187769	2.486124	3.183467	-3.183467	-0.000000
4.436477	4.436477	2.486124	1.790700	-1.790700	-0.000000
4.526012	4.526012	2.486124	0.000000	0.000000	0.000000
