0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.106366	0.030540	0.136906	-2.127324	-0.610803	2.738126
0.412169	0.118343	0.530512	-3.988732	-1.145255	5.133987
0.890817	0.255774	1.146590	-5.584225	-1.603357	7.187582
1.515718	0.435197	1.950915	-6.913802	-1.985109	8.898911
2.260281	0.648978	2.909259	-7.977464	-2.290511	10.267974
3.097915	0.889482	3.987397	-8.775210	-2.519562	11.294772
4.002028	1.149073	5.151100	-9.307041	-2.672262	11.979303
4.946027	1.420117	6.366144	-9.572956	-2.748613	12.321569
5.903323	1.694978	7.598301	-9.572956	-2.748613	12.321569
6.847323	1.966022	8.813345	-9.307041	-2.672262	11.979303
7.751435	2.225613	9.977048	-8.775210	-2.519562	11.294772
8.589069	2.466116	11.055186	-7.977464	-2.290511	10.267974
9.333632	2.679897	12.013530	-6.913802	-1.985109	8.898911
9.958534	2.859321	12.817854	-5.584225	-1.603357	7.187582
10.437182	2.996751	13.433933	-3.988732	-1.145255	5.133987
10.742984	3.084554	13.827539	-2.127324	-0.610803	2.738126
10.849350	3.115094	13.964445	-0.000000	-0.000000	0.000000
