0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.021011	0.021011	0.021011	0.420225	0.420225	0.420225
0.082596	0.082596	0.082596	0.811470	0.811470	0.811470
0.181856	0.181856	0.181856	1.173733	1.173733	1.173733
0.315894	0.315894	0.315894	1.507015	1.507015	1.507015
0.481810	0.481810	0.481810	1.811316	1.811316	1.811316
0.676708	0.676708	0.676708	2.086636	2.086636	2.086636
0.897688	0.897688	0.897688	2.332975	2.332975	2.332975
1.141854	1.141854	1.141854	2.550333	2.550333	2.550333
1.406306	1.406306	1.406306	2.738710	2.738710	2.738710
1.688147	1.688147	1.688147	2.898106	2.898106	2.898106
1.984478	1.984478	1.984478	3.028521	3.028521	3.028521
2.292402	2.292402	2.292402	3.129955	3.129955	3.129955
2.609020	2.609020	2.609020	3.202407	3.202407	3.202407
2.931434	2.931434	2.931434	3.245879	3.245879	3.245879
3.256747	3.256747	3.256747	3.260369	3.260369	3.260369
3.582059	3.582059	3.582059	3.245879	3.245879	3.245879
3.904473	3.904473	3.904473	3.202407	3.202407	3.202407
4.221092	4.221092	4.221092	3.129955	3.129955	3.129955
4.529015	4.529015	4.529015	3.028521	3.028521	3.028521
4.825347	4.825347	4.825347	2.898106	2.898106	2.898106
5.107187	5.107187	5.107187	2.738710	2.738710	2.738710
5.371640	5.371640	5.371640	2.550333	2.550333	2.550333
5.615805	5.615805	5.615805	2.332975	2.332975	2.332975
5.836786	5.836786	5.836786	2.086636	2.086636	2.086636
6.031683	6.031683	6.031683	1.811316	1.811316	1.811316
6.197600	6.197600	6.197600	1.507015	1.507015	1.507015
6.331637	6.331637	6.331637	1.173733	1.173733	1.173733
6.430897	6.430897	6.430897	0.811470	0.811470	0.811470
6.492482	6.492482	6.492482	0.420225	0.420225	0.420225
6.513493	6.513493	6.513493	0.000000	0.000000	0.000000
