.000	.000	.000
.000	.000	.000
.039	.000	.019
.158	.158	.158
.158	.217	.217
.118	.138	.118
.158	.118	.118
.177	.177	.177
.158	.138	.197
.197	.197	.177
.177	.217	.197
.217	.217	.217
.197	.177	.158
.177	.177	.217
.256	.237	.237
.197	.237	.197
.217	.197	.197
.158	.158	.217
.237	.256	.197
.217	.217	.217
.237	.237	.197
.138	.118	.217
.177	.197	.158
.237	.237	.197
.197	.177	.177
.138	.138	.177
.098	.138	.138
.177	.158	.177
.217	.177	.138
.098	.118	.098
.059	.079	.098
