.118	-.177	.158
.046	.026	.000
.103	.102	-.000
.207	.301	.093
.256	.398	.201
.206	.308	.220
.173	.282	.148
.232	.373	.141
.300	.455	.234
.294	.464	.248
.291	.412	.200
.286	.451	.204
.295	.496	.240
.335	.520	.244
.303	.498	.254
.314	.463	.247
.286	.487	.220
.314	.484	.229
.294	.489	.234
.304	.455	.230
.298	.415	.215
.255	.402	.206
.270	.411	.180
.239	.355	.214
.199	.307	.187
.185	.301	.115
.175	.251	.154
.145	.190	.143
.092	.132	.079
.089	.109	.039
.096	.037	.039
